Date,Open,High,Low,Close,Volume,Adj Close
2011-04-01,133.41000366210938,133.77000427246094,132.8300018310547,133.14999389648438,153850100,101.7610855102539
2011-04-04,133.42999267578125,133.6699981689453,132.8800048828125,133.25999450683594,100768900,101.84513092041016
2011-04-05,133.0,133.8300018310547,132.94000244140625,133.24000549316406,120791500,101.82986450195312
2011-04-06,133.8800048828125,134.0,133.1199951171875,133.66000366210938,120411600,102.15086364746094
2011-04-07,133.4199981689453,133.97999572753906,132.66000366210938,133.32000732421875,170731500,101.89099884033205
2011-04-08,133.91000366210938,133.99000549316406,132.30999755859375,132.86000061035156,147945400,101.5394515991211
2011-04-11,133.0,133.4499969482422,132.13999938964844,132.4600067138672,121385400,101.23373413085938
2011-04-12,131.72000122070312,131.97999572753906,130.99000549316406,131.47000122070312,161187400,100.47712707519533
2011-04-13,132.0800018310547,132.17999267578125,130.9600067138672,131.4600067138672,162059000,100.46949005126952
2011-04-14,130.6999969482422,131.75999450683594,130.27000427246094,131.55999755859375,161220400,100.54590606689452
2011-04-15,131.8000030517578,132.3699951171875,131.41000366210938,132.0399932861328,170006700,100.91275787353516
2011-04-18,130.58999633789062,132.02999877929688,129.50999450683594,130.55999755859375,210759300,99.78166198730467
2011-04-19,130.75999450683594,131.35000610351562,130.44000244140625,131.30999755859375,124258800,100.3548355102539
2011-04-20,132.8800048828125,133.38999938964844,132.7899932861328,133.10000610351562,156133800,101.7228775024414
2011-04-21,133.7899932861328,133.83999633789062,133.10000610351562,133.77999877929688,135935400,102.24256896972656
2011-04-25,133.67999267578125,133.86000061035156,133.1999969482422,133.63999938964844,65757100,102.13558197021484
2011-04-26,134.0500030517578,135.05999755859375,133.91000366210938,134.7899932861328,146600000,103.01446533203124
2011-04-27,135.0500030517578,135.8699951171875,134.5,135.6699981689453,143031000,103.68695831298828
2011-04-28,135.42999267578125,136.2899932861328,135.41000366210938,136.11000061035156,124791100,104.0233154296875
2011-04-29,136.16000366210938,136.57000732421875,135.97999572753906,136.42999267578125,115094100,104.26787567138672
2011-05-02,137.07000732421875,137.17999267578125,135.9499969482422,136.22000122070312,126278700,104.10735321044922
2011-05-03,135.9600067138672,136.19000244140625,135.0399932861328,135.72999572753906,138375000,103.73284149169922
2011-05-04,135.6699981689453,135.72999572753906,134.22999572753906,134.8300018310547,182678500,103.0450210571289
2011-05-05,134.0800018310547,134.9499969482422,133.02000427246094,133.61000061035156,226900000,102.11260986328124
2011-05-06,134.94000244140625,135.6300048828125,133.67999267578125,134.1999969482422,222787200,102.56354522705078
2011-05-09,134.19000244140625,135.11000061035156,133.97999572753906,134.72000122070312,114104500,102.96096801757812
2011-05-10,135.1699981689453,136.11000061035156,135.0,135.8699951171875,114806900,103.83984375
2011-05-11,135.6699981689453,135.69000244140625,133.82000732421875,134.44000244140625,193564200,102.74698638916016
2011-05-12,134.0800018310547,135.36000061035156,133.38999938964844,135.0800018310547,171550700,103.23607635498048
2011-05-13,135.14999389648438,135.33999633789062,133.55999755859375,134.0399932861328,157444900,102.44124603271484
2011-05-16,133.55999755859375,134.61000061035156,132.97000122070312,133.19000244140625,141675400,101.79167938232422
2011-05-17,132.69000244140625,133.35000610351562,132.1199951171875,133.1699981689453,192686200,101.77637481689452
2011-05-18,133.24000549316406,134.5,132.9499969482422,134.36000061035156,135217900,102.68585968017578
2011-05-19,134.8000030517578,135.02999877929688,133.94000244140625,134.67999267578125,119489500,102.93038940429688
2011-05-20,134.3300018310547,134.67999267578125,133.36000061035156,133.61000061035156,182594900,102.11260986328124
2011-05-23,131.97999572753906,132.72000122070312,131.58999633789062,132.05999755859375,168700000,100.92804718017578
2011-05-24,132.44000244140625,132.72999572753906,131.6999969482422,131.9499969482422,147199600,100.84398651123048
2011-05-25,131.4199981689453,132.94000244140625,131.3800048828125,132.38999938964844,151050100,101.18024444580078
2011-05-26,132.02999877929688,133.24000549316406,131.77999877929688,133.0,164850000,101.64643096923828
2011-05-27,133.3699951171875,133.8699951171875,132.9600067138672,133.50999450683594,120921900,102.03619384765624
2011-05-31,134.77000427246094,134.9199981689453,133.83999633789062,134.89999389648438,164731200,103.09846496582033
2011-06-01,134.50999450683594,134.9199981689453,131.75999450683594,131.8699951171875,233094300,100.78280639648438
2011-06-02,131.9600067138672,132.24000549316406,130.9600067138672,131.72999572753906,200466800,100.67583465576172
2011-06-03,130.14999389648438,131.4199981689453,130.0800018310547,130.4199981689453,234690200,99.67464447021484
2011-06-06,130.08999633789062,130.36000061035156,128.8699951171875,129.0399932861328,179951200,98.61997985839844
2011-06-07,129.6999969482422,130.07000732421875,128.85000610351562,128.9600067138672,161660500,98.55883026123048
2011-06-08,128.75999450683594,129.19000244140625,128.17999267578125,128.4199981689453,198696400,98.1461181640625
2011-06-09,128.77000427246094,129.92999267578125,128.4600067138672,129.39999389648438,160964400,98.89508056640624
2011-06-10,128.85000610351562,128.92999267578125,127.26000213623048,127.5999984741211,238629400,97.51945495605467
2011-06-13,127.88999938964844,128.24000549316406,127.0500030517578,127.6999969482422,207599800,97.59586334228516
2011-06-14,128.8699951171875,129.77000427246094,128.82000732421875,129.32000732421875,160570400,98.83395385742188
2011-06-15,128.24000549316406,129.3000030517578,126.68000030517578,127.0199966430664,300958000,97.07616424560548
2011-06-16,127.05999755859376,127.97000122070312,126.31999969482422,127.3000030517578,308032800,97.29016876220705
2011-06-17,127.93000030517578,127.94000244140624,126.62000274658205,127.0500030517578,233284900,97.58047485351562
2011-06-20,126.62000274658205,127.97000122070312,126.58000183105467,127.6999969482422,159479000,98.0797348022461
2011-06-21,128.36000061035156,129.6999969482422,127.75,129.4499969482422,193157300,99.4237823486328
2011-06-22,129.0500030517578,129.80999755859375,128.58999633789062,128.6699981689453,176703000,98.82471466064452
2011-06-23,127.16000366210938,128.63999938964844,126.19000244140624,128.3000030517578,334286500,98.54054260253906
